intersection	direction	sample_index	selected_video	output_image
红荔西路农轩20251230	西	4	/data3/VLA_LLM_DATA/红荔西路农轩20251230/西/00000000298000000.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路农轩20251230/西/04__00000000298000000.jpg
红荔西路农轩20251230	西	5	/data3/VLA_LLM_DATA/红荔西路农轩20251230/西/00000000542000000.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路农轩20251230/西/05__00000000542000000.jpg
红荔西路彩田路202617	东	1	/data3/VLA_LLM_DATA/红荔西路彩田路202617/东/00010000786000000.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路彩田路202617/东/01__00010000786000000.jpg
红荔西路彩田路202617	东	2	/data3/VLA_LLM_DATA/红荔西路彩田路202617/东/01010000148000000.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路彩田路202617/东/02__01010000148000000.jpg
红荔西路彩田路202617	东	3	/data3/VLA_LLM_DATA/红荔西路彩田路202617/东/01010000036000000.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路彩田路202617/东/03__01010000036000000.jpg
红荔西路彩田路202617	东	4	/data3/VLA_LLM_DATA/红荔西路彩田路202617/东/00010000711000000.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路彩田路202617/东/04__00010000711000000.jpg
红荔西路彩田路202617	东	5	/data3/VLA_LLM_DATA/红荔西路彩田路202617/东/01010000149000000.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路彩田路202617/东/05__01010000149000000.jpg
红荔西路彩田路202617	北	1	/data3/VLA_LLM_DATA/红荔西路彩田路202617/北/00010000858000000.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路彩田路202617/北/01__00010000858000000.jpg
红荔西路彩田路202617	北	2	/data3/VLA_LLM_DATA/红荔西路彩田路202617/北/00010000915000000.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路彩田路202617/北/02__00010000915000000.jpg
红荔西路彩田路202617	北	3	/data3/VLA_LLM_DATA/红荔西路彩田路202617/北/01010000096000000.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路彩田路202617/北/03__01010000096000000.jpg
红荔西路彩田路202617	北	4	/data3/VLA_LLM_DATA/红荔西路彩田路202617/北/01010000114000000.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路彩田路202617/北/04__01010000114000000.jpg
红荔西路彩田路202617	北	5	/data3/VLA_LLM_DATA/红荔西路彩田路202617/北/01010000175000000.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路彩田路202617/北/05__01010000175000000.jpg
红荔西路彩田路202617	南	1	/data3/VLA_LLM_DATA/红荔西路彩田路202617/南/00010000497000000.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路彩田路202617/南/01__00010000497000000.jpg
红荔西路彩田路202617	南	2	/data3/VLA_LLM_DATA/红荔西路彩田路202617/南/01010000088000000.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路彩田路202617/南/02__01010000088000000.jpg
红荔西路彩田路202617	南	3	/data3/VLA_LLM_DATA/红荔西路彩田路202617/南/00010000543000000.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路彩田路202617/南/03__00010000543000000.jpg
红荔西路彩田路202617	南	4	/data3/VLA_LLM_DATA/红荔西路彩田路202617/南/00010001525000000.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路彩田路202617/南/04__00010001525000000.jpg
红荔西路彩田路202617	南	5	/data3/VLA_LLM_DATA/红荔西路彩田路202617/南/01010000057000000.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路彩田路202617/南/05__01010000057000000.jpg
红荔西路彩田路202617	西	1	/data3/VLA_LLM_DATA/红荔西路彩田路202617/西/01010000169000000.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路彩田路202617/西/01__01010000169000000.jpg
红荔西路彩田路202617	西	2	/data3/VLA_LLM_DATA/红荔西路彩田路202617/西/00010000743000000.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路彩田路202617/西/02__00010000743000000.jpg
红荔西路彩田路202617	西	3	/data3/VLA_LLM_DATA/红荔西路彩田路202617/西/01010000219000000.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路彩田路202617/西/03__01010000219000000.jpg
红荔西路彩田路202617	西	4	/data3/VLA_LLM_DATA/红荔西路彩田路202617/西/01010000093000200.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路彩田路202617/西/04__01010000093000200.jpg
红荔西路彩田路202617	西	5	/data3/VLA_LLM_DATA/红荔西路彩田路202617/西/01010000115000000.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路彩田路202617/西/05__01010000115000000.jpg
红荔西路益田路2026116	东	1	/data3/VLA_LLM_DATA/红荔西路益田路2026116/东/D12_20260115084602_20260115090314.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路益田路2026116/东/01__D12_20260115084602_20260115090314.jpg
红荔西路益田路2026116	东	2	/data3/VLA_LLM_DATA/红荔西路益田路2026116/东/D12_20260115192302_20260115194016.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路益田路2026116/东/02__D12_20260115192302_20260115194016.jpg
红荔西路益田路2026116	东	3	/data3/VLA_LLM_DATA/红荔西路益田路2026116/东/D12_20260115183119_20260115184834.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路益田路2026116/东/03__D12_20260115183119_20260115184834.jpg
红荔西路益田路2026116	东	4	/data3/VLA_LLM_DATA/红荔西路益田路2026116/东/D12_20260115070000_20260115070245.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路益田路2026116/东/04__D12_20260115070000_20260115070245.jpg
红荔西路益田路2026116	东	5	/data3/VLA_LLM_DATA/红荔西路益田路2026116/东/D12_20260115180000_20260115181405.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路益田路2026116/东/05__D12_20260115180000_20260115181405.jpg
红荔西路益田路2026116	南	1	/data3/VLA_LLM_DATA/红荔西路益田路2026116/南/D13_20260115093212_20260115094928.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路益田路2026116/南/01__D13_20260115093212_20260115094928.jpg
红荔西路益田路2026116	南	2	/data3/VLA_LLM_DATA/红荔西路益田路2026116/南/D13_20260115073120_20260115074835.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路益田路2026116/南/02__D13_20260115073120_20260115074835.jpg
红荔西路益田路2026116	南	3	/data3/VLA_LLM_DATA/红荔西路益田路2026116/南/D13_20260115180000_20260115181010.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路益田路2026116/南/03__D13_20260115180000_20260115181010.jpg
红荔西路益田路2026116	南	4	/data3/VLA_LLM_DATA/红荔西路益田路2026116/南/D13_20260115191915_20260115193630.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路益田路2026116/南/04__D13_20260115191915_20260115193630.jpg
红荔西路益田路2026116	南	5	/data3/VLA_LLM_DATA/红荔西路益田路2026116/南/D13_20260115195347_20260115201102.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路益田路2026116/南/05__D13_20260115195347_20260115201102.jpg
红荔西路益田路2026116	西	1	/data3/VLA_LLM_DATA/红荔西路益田路2026116/西/D10_20260115171732_20260115173448.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路益田路2026116/西/01__D10_20260115171732_20260115173448.jpg
红荔西路益田路2026116	西	2	/data3/VLA_LLM_DATA/红荔西路益田路2026116/西/D10_20260115080501_20260115082217.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路益田路2026116/西/02__D10_20260115080501_20260115082217.jpg
红荔西路益田路2026116	西	3	/data3/VLA_LLM_DATA/红荔西路益田路2026116/西/D10_20260115195256_20260115201012.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路益田路2026116/西/03__D10_20260115195256_20260115201012.jpg
红荔西路益田路2026116	西	4	/data3/VLA_LLM_DATA/红荔西路益田路2026116/西/D10_20260115085649_20260115091404.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路益田路2026116/西/04__D10_20260115085649_20260115091404.jpg
红荔西路益田路2026116	西	5	/data3/VLA_LLM_DATA/红荔西路益田路2026116/西/D10_20260115083933_20260115085649.mp4	/home/wangzhe/VLM/images/random5_per_camera/红荔西路益田路2026116/西/05__D10_20260115083933_20260115085649.jpg
罗田宝源南路20260108	东	1	/data3/VLA_LLM_DATA/罗田宝源南路20260108/东/RecordDownload_20260107094001[1]_17.mp4	/home/wangzhe/VLM/images/random5_per_camera/罗田宝源南路20260108/东/01__RecordDownload_20260107094001[1]_17.jpg
罗田宝源南路20260108	东	2	/data3/VLA_LLM_DATA/罗田宝源南路20260108/东/RecordDownload_20260107082000[1]_9.mp4	/home/wangzhe/VLM/images/random5_per_camera/罗田宝源南路20260108/东/02__RecordDownload_20260107082000[1]_9.jpg
罗田宝源南路20260108	东	3	/data3/VLA_LLM_DATA/罗田宝源南路20260108/东/RecordDownload_20260107181001[1]_32.mp4	/home/wangzhe/VLM/images/random5_per_camera/罗田宝源南路20260108/东/03__RecordDownload_20260107181001[1]_32.jpg
罗田宝源南路20260108	东	4	/data3/VLA_LLM_DATA/罗田宝源南路20260108/东/RecordDownload_20260107183002[1]_34.mp4	/home/wangzhe/VLM/images/random5_per_camera/罗田宝源南路20260108/东/04__RecordDownload_20260107183002[1]_34.jpg
罗田宝源南路20260108	东	5	/data3/VLA_LLM_DATA/罗田宝源南路20260108/东/RecordDownload_20260107080001[1]_7.mp4	/home/wangzhe/VLM/images/random5_per_camera/罗田宝源南路20260108/东/05__RecordDownload_20260107080001[1]_7.jpg
罗田宝源南路20260108	北	1	/data3/VLA_LLM_DATA/罗田宝源南路20260108/北/RecordDownload_20260107192001[7]_33.mp4	/home/wangzhe/VLM/images/random5_per_camera/罗田宝源南路20260108/北/01__RecordDownload_20260107192001[7]_33.jpg
罗田宝源南路20260108	北	2	/data3/VLA_LLM_DATA/罗田宝源南路20260108/北/RecordDownload_20260107184001[7]_29.mp4	/home/wangzhe/VLM/images/random5_per_camera/罗田宝源南路20260108/北/02__RecordDownload_20260107184001[7]_29.jpg
罗田宝源南路20260108	北	3	/data3/VLA_LLM_DATA/罗田宝源南路20260108/北/RecordDownload_20260107170001[7]_19.mp4	/home/wangzhe/VLM/images/random5_per_camera/罗田宝源南路20260108/北/03__RecordDownload_20260107170001[7]_19.jpg
罗田宝源南路20260108	北	4	/data3/VLA_LLM_DATA/罗田宝源南路20260108/北/RecordDownload_20260107175002[7]_24.mp4	/home/wangzhe/VLM/images/random5_per_camera/罗田宝源南路20260108/北/04__RecordDownload_20260107175002[7]_24.jpg
罗田宝源南路20260108	北	5	/data3/VLA_LLM_DATA/罗田宝源南路20260108/北/RecordDownload_20260107075001[7]_6.mp4	/home/wangzhe/VLM/images/random5_per_camera/罗田宝源南路20260108/北/05__RecordDownload_20260107075001[7]_6.jpg
罗田宝源南路20260108	南	1	/data3/VLA_LLM_DATA/罗田宝源南路20260108/南/RecordDownload_20260107075001[5]_6.mp4	/home/wangzhe/VLM/images/random5_per_camera/罗田宝源南路20260108/南/01__RecordDownload_20260107075001[5]_6.jpg
罗田宝源南路20260108	南	2	/data3/VLA_LLM_DATA/罗田宝源南路20260108/南/RecordDownload_20260107191001[5]_33.mp4	/home/wangzhe/VLM/images/random5_per_camera/罗田宝源南路20260108/南/02__RecordDownload_20260107191001[5]_33.jpg
罗田宝源南路20260108	南	3	/data3/VLA_LLM_DATA/罗田宝源南路20260108/南/RecordDownload_20260107100002[5]_19.mp4	/home/wangzhe/VLM/images/random5_per_camera/罗田宝源南路20260108/南/03__RecordDownload_20260107100002[5]_19.jpg
罗田宝源南路20260108	南	4	/data3/VLA_LLM_DATA/罗田宝源南路20260108/南/RecordDownload_20260107190001[5]_32.mp4	/home/wangzhe/VLM/images/random5_per_camera/罗田宝源南路20260108/南/04__RecordDownload_20260107190001[5]_32.jpg
罗田宝源南路20260108	南	5	/data3/VLA_LLM_DATA/罗田宝源南路20260108/南/RecordDownload_20260107082002[5]_9.mp4	/home/wangzhe/VLM/images/random5_per_camera/罗田宝源南路20260108/南/05__RecordDownload_20260107082002[5]_9.jpg
罗田宝源南路20260108	西	1	/data3/VLA_LLM_DATA/罗田宝源南路20260108/西/RecordDownload_20260107171000[1]_22.mp4	/home/wangzhe/VLM/images/random5_per_camera/罗田宝源南路20260108/西/01__RecordDownload_20260107171000[1]_22.jpg
罗田宝源南路20260108	西	2	/data3/VLA_LLM_DATA/罗田宝源南路20260108/西/RecordDownload_20260107200001[1]_39.mp4	/home/wangzhe/VLM/images/random5_per_camera/罗田宝源南路20260108/西/02__RecordDownload_20260107200001[1]_39.jpg
罗田宝源南路20260108	西	3	/data3/VLA_LLM_DATA/罗田宝源南路20260108/西/RecordDownload_20260107181001[1]_28.mp4	/home/wangzhe/VLM/images/random5_per_camera/罗田宝源南路20260108/西/03__RecordDownload_20260107181001[1]_28.jpg
罗田宝源南路20260108	西	4	/data3/VLA_LLM_DATA/罗田宝源南路20260108/西/RecordDownload_20260107093000[1]_16.mp4	/home/wangzhe/VLM/images/random5_per_camera/罗田宝源南路20260108/西/04__RecordDownload_20260107093000[1]_16.jpg
罗田宝源南路20260108	西	5	/data3/VLA_LLM_DATA/罗田宝源南路20260108/西/RecordDownload_20260107080001[1]_7.mp4	/home/wangzhe/VLM/images/random5_per_camera/罗田宝源南路20260108/西/05__RecordDownload_20260107080001[1]_7.jpg
金融海景二2025.12.18	东	1	/data3/VLA_LLM_DATA/金融海景二2025.12.18/东/D1_20251217180000_20251217182842.mp4	/home/wangzhe/VLM/images/random5_per_camera/金融海景二2025.12.18/东/01__D1_20251217180000_20251217182842.jpg
金融海景二2025.12.18	东	2	/data3/VLA_LLM_DATA/金融海景二2025.12.18/东/D1_20251217193728_20251217201152.mp4	/home/wangzhe/VLM/images/random5_per_camera/金融海景二2025.12.18/东/02__D1_20251217193728_20251217201152.jpg
金融海景二2025.12.18	东	3	/data3/VLA_LLM_DATA/金融海景二2025.12.18/东/D1_20251217084641_20251217092105.mp4	/home/wangzhe/VLM/images/random5_per_camera/金融海景二2025.12.18/东/03__D1_20251217084641_20251217092105.jpg
金融海景二2025.12.18	东	4	/data3/VLA_LLM_DATA/金融海景二2025.12.18/东/D1_20251217190305_20251217193728.mp4	/home/wangzhe/VLM/images/random5_per_camera/金融海景二2025.12.18/东/04__D1_20251217190305_20251217193728.jpg
金融海景二2025.12.18	东	5	/data3/VLA_LLM_DATA/金融海景二2025.12.18/东/D1_20251217092105_20251217095529.mp4	/home/wangzhe/VLM/images/random5_per_camera/金融海景二2025.12.18/东/05__D1_20251217092105_20251217095529.jpg
金融海景二2025.12.18	北	1	/data3/VLA_LLM_DATA/金融海景二2025.12.18/北/D4_20251217190449_20251217193912.mp4	/home/wangzhe/VLM/images/random5_per_camera/金融海景二2025.12.18/北/01__D4_20251217190449_20251217193912.jpg
金融海景二2025.12.18	北	2	/data3/VLA_LLM_DATA/金融海景二2025.12.18/北/D4_20251217084559_20251217092023.mp4	/home/wangzhe/VLM/images/random5_per_camera/金融海景二2025.12.18/北/02__D4_20251217084559_20251217092023.jpg
金融海景二2025.12.18	北	3	/data3/VLA_LLM_DATA/金融海景二2025.12.18/北/D4_20251217201336_20251217204801.mp4	/home/wangzhe/VLM/images/random5_per_camera/金融海景二2025.12.18/北/03__D4_20251217201336_20251217204801.jpg
金融海景二2025.12.18	北	4	/data3/VLA_LLM_DATA/金融海景二2025.12.18/北/D4_20251217092023_20251217095447.mp4	/home/wangzhe/VLM/images/random5_per_camera/金融海景二2025.12.18/北/04__D4_20251217092023_20251217095447.jpg
金融海景二2025.12.18	北	5	/data3/VLA_LLM_DATA/金融海景二2025.12.18/北/D4_20251217081136_20251217084559.mp4	/home/wangzhe/VLM/images/random5_per_camera/金融海景二2025.12.18/北/05__D4_20251217081136_20251217084559.jpg
金融海景二2025.12.18	南	1	/data3/VLA_LLM_DATA/金融海景二2025.12.18/南/D3_20251217173234_20251217180657.mp4	/home/wangzhe/VLM/images/random5_per_camera/金融海景二2025.12.18/南/01__D3_20251217173234_20251217180657.jpg
金融海景二2025.12.18	南	2	/data3/VLA_LLM_DATA/金融海景二2025.12.18/南/D3_20251217080000_20251217082037.mp4	/home/wangzhe/VLM/images/random5_per_camera/金融海景二2025.12.18/南/02__D3_20251217080000_20251217082037.jpg
金融海景二2025.12.18	南	3	/data3/VLA_LLM_DATA/金融海景二2025.12.18/南/D3_20251217180657_20251217184120.mp4	/home/wangzhe/VLM/images/random5_per_camera/金融海景二2025.12.18/南/03__D3_20251217180657_20251217184120.jpg
金融海景二2025.12.18	南	4	/data3/VLA_LLM_DATA/金融海景二2025.12.18/南/D3_20251217092937_20251217100401.mp4	/home/wangzhe/VLM/images/random5_per_camera/金融海景二2025.12.18/南/04__D3_20251217092937_20251217100401.jpg
金融海景二2025.12.18	南	5	/data3/VLA_LLM_DATA/金融海景二2025.12.18/南/D3_20251217205855_20251217205959.mp4	/home/wangzhe/VLM/images/random5_per_camera/金融海景二2025.12.18/南/05__D3_20251217205855_20251217205959.jpg
金融海景二2025.12.18	西	1	/data3/VLA_LLM_DATA/金融海景二2025.12.18/西/D2_20251217080120_20251217083545.mp4	/home/wangzhe/VLM/images/random5_per_camera/金融海景二2025.12.18/西/01__D2_20251217080120_20251217083545.jpg
金融海景二2025.12.18	西	2	/data3/VLA_LLM_DATA/金融海景二2025.12.18/西/D2_20251217080000_20251217080120.mp4	/home/wangzhe/VLM/images/random5_per_camera/金融海景二2025.12.18/西/02__D2_20251217080000_20251217080120.jpg
金融海景二2025.12.18	西	3	/data3/VLA_LLM_DATA/金融海景二2025.12.18/西/D2_20251217091009_20251217094431.mp4	/home/wangzhe/VLM/images/random5_per_camera/金融海景二2025.12.18/西/03__D2_20251217091009_20251217094431.jpg
金融海景二2025.12.18	西	4	/data3/VLA_LLM_DATA/金融海景二2025.12.18/西/D2_20251217192913_20251217200336.mp4	/home/wangzhe/VLM/images/random5_per_camera/金融海景二2025.12.18/西/04__D2_20251217192913_20251217200336.jpg
金融海景二2025.12.18	西	5	/data3/VLA_LLM_DATA/金融海景二2025.12.18/西/D2_20251217182026_20251217185450.mp4	/home/wangzhe/VLM/images/random5_per_camera/金融海景二2025.12.18/西/05__D2_20251217182026_20251217185450.jpg
